Age,Country of Birth,Gender,Employment Status,Average Drinks per Day
67,Germany,Male,Self-Employed,1.2
50,Canada,Non-Binary,Part-Time,0.9
71,United States,Female,Full-Time,0.0
43,Canada,Non-Binary,Unemployed,4.6
50,Australia,Female,Part-Time,0.6
56,Australia,Male,Unemployed,0.5
56,Germany,Non-Binary,Unemployed,2.5
38,China,Non-Binary,Self-Employed,4.9
18,Australia,Non-Binary,Part-Time,0.1
20,China,Male,Full-Time,3.4
35,Germany,Female,Full-Time,2.4
47,India,Male,Self-Employed,1.7
59,Canada,Female,Self-Employed,0.0
80,Mexico,Female,Unemployed,1.3
49,Canada,Female,Part-Time,1.6
63,China,Female,Self-Employed,3.0
71,Germany,Male,Self-Employed,0.6
79,Canada,Female,Self-Employed,1.5
59,Mexico,Female,Self-Employed,0.8
41,China,Non-Binary,Unemployed,1.7
21,Germany,Male,Self-Employed,1.7
70,Mexico,Male,Full-Time,0.4
60,Canada,Non-Binary,Self-Employed,0.2
21,Australia,Male,Self-Employed,4.6
48,Canada,Non-Binary,Full-Time,0.7
72,Mexico,Non-Binary,Part-Time,0.2
19,Canada,Non-Binary,Unemployed,1.9
59,Canada,Non-Binary,Full-Time,0.6
45,India,Female,Full-Time,2.6
22,India,Female,Self-Employed,2.6
67,Germany,Non-Binary,Part-Time,0.0
71,India,Male,Self-Employed,1.9
72,Australia,Male,Part-Time,0.8
57,Mexico,Male,Self-Employed,2.0
49,United States,Non-Binary,Unemployed,0.1
72,Australia,Female,Part-Time,0.7
65,United States,Male,Self-Employed,3.3
75,Australia,Male,Self-Employed,0.2
69,China,Male,Unemployed,1.3
27,Canada,Female,Unemployed,5.6
51,China,Non-Binary,Full-Time,1.5
44,United States,Non-Binary,Part-Time,0.1
61,Canada,Non-Binary,Self-Employed,1.1
53,Mexico,Male,Full-Time,2.9
22,Canada,Male,Full-Time,10.2
37,Canada,Female,Part-Time,1.6
69,Canada,Male,Unemployed,6.3
63,China,Non-Binary,Part-Time,3.5
35,Mexico,Male,Unemployed,4.5
60,India,Male,Full-Time,8.1
55,India,Male,Part-Time,2.4
55,Canada,Male,Unemployed,0.8
69,China,Male,Unemployed,0.7
76,Mexico,Male,Part-Time,1.7
52,Canada,Female,Full-Time,1.0
50,Australia,Non-Binary,Self-Employed,2.3
20,Australia,Male,Self-Employed,5.7
74,Canada,Non-Binary,Self-Employed,1.0
21,Australia,Female,Part-Time,0.9
73,Australia,Female,Full-Time,3.2
45,China,Male,Full-Time,1.0
53,Germany,Male,Full-Time,1.4
26,Germany,Female,Part-Time,0.3
24,China,Male,Full-Time,2.2
30,Australia,Female,Unemployed,0.4
34,India,Female,Self-Employed,1.7
18,United States,Female,Full-Time,1.3
64,Mexico,Female,Full-Time,0.9
30,Mexico,Non-Binary,Unemployed,15.0
26,Australia,Non-Binary,Part-Time,1.1
53,Canada,Non-Binary,Full-Time,0.3
22,China,Non-Binary,Unemployed,4.2
47,United States,Female,Self-Employed,0.2
64,Germany,Female,Unemployed,2.1
69,United States,Male,Unemployed,12.2
30,United States,Non-Binary,Part-Time,4.5
32,Canada,Non-Binary,Full-Time,3.6
45,Canada,Male,Full-Time,2.3
61,Australia,Female,Unemployed,1.3
22,Mexico,Male,Self-Employed,4.0
65,Canada,Female,Part-Time,1.6
70,India,Male,Full-Time,2.6
66,Canada,Non-Binary,Self-Employed,2.4
24,United States,Non-Binary,Unemployed,5.9
26,Mexico,Female,Part-Time,0.7
54,Germany,Female,Full-Time,2.6
43,India,Male,Self-Employed,1.0
40,Australia,Male,Part-Time,0.8
33,Canada,Male,Self-Employed,10.1
36,Germany,Non-Binary,Unemployed,1.2
23,Australia,Female,Full-Time,0.3
36,United States,Female,Unemployed,22.3
41,Canada,Non-Binary,Unemployed,4.3
30,Canada,Non-Binary,Self-Employed,6.0
21,Australia,Female,Full-Time,0.2
48,Canada,Female,Unemployed,1.5
25,Mexico,Female,Full-Time,2.3
66,India,Male,Part-Time,0.2
51,Germany,Non-Binary,Part-Time,4.0
33,Germany,Male,Self-Employed,11.9
68,China,Male,Self-Employed,0.8
77,Mexico,Non-Binary,Self-Employed,2.0
67,China,Female,Unemployed,6.4
59,China,Female,Self-Employed,0.2
35,Germany,Male,Part-Time,1.8
64,Mexico,Male,Unemployed,0.5
19,United States,Female,Self-Employed,0.6
72,United States,Female,Full-Time,1.4
34,Canada,Female,Part-Time,1.2
26,Canada,Female,Unemployed,0.2
55,India,Non-Binary,Unemployed,1.4
25,Australia,Female,Full-Time,0.8
35,Mexico,Non-Binary,Part-Time,6.3
49,India,Non-Binary,Part-Time,0.2
53,United States,Female,Full-Time,0.4
41,China,Non-Binary,Self-Employed,0.2
29,Germany,Non-Binary,Full-Time,0.7
78,Australia,Male,Unemployed,0.4
62,Australia,Female,Self-Employed,3.3
67,Mexico,Female,Full-Time,0.1
56,Mexico,Male,Self-Employed,2.8
71,Mexico,Female,Full-Time,0.8
71,Germany,Non-Binary,Unemployed,1.0
22,Germany,Female,Self-Employed,0.1
40,Germany,Male,Unemployed,2.0
52,Australia,Male,Unemployed,12.4
74,India,Non-Binary,Part-Time,1.4
60,United States,Male,Self-Employed,2.8
22,China,Non-Binary,Full-Time,0.4
35,United States,Male,Full-Time,5.7
38,India,Male,Full-Time,3.3
30,Mexico,Female,Full-Time,5.1
77,Canada,Female,Full-Time,7.6
42,Germany,Male,Part-Time,0.4
63,China,Male,Unemployed,2.1
28,India,Male,Full-Time,0.9
34,United States,Male,Self-Employed,0.7
33,China,Male,Unemployed,0.1
40,China,Non-Binary,Part-Time,2.2
57,China,Male,Self-Employed,0.3
75,United States,Non-Binary,Self-Employed,3.1
76,Germany,Male,Part-Time,0.6
38,China,Male,Self-Employed,0.4
79,Australia,Non-Binary,Full-Time,1.4
31,Australia,Female,Unemployed,1.0
47,Australia,Male,Unemployed,0.4
29,United States,Male,Unemployed,0.5
43,Mexico,Female,Unemployed,2.1
21,Mexico,Male,Unemployed,1.5
48,India,Male,Unemployed,7.6
51,India,Non-Binary,Unemployed,2.6
36,Australia,Female,Self-Employed,1.7
51,Mexico,Female,Full-Time,0.5
46,Mexico,Non-Binary,Self-Employed,0.6
20,China,Non-Binary,Self-Employed,2.9
80,China,Male,Full-Time,4.2
71,Canada,Male,Unemployed,0.9
59,United States,Male,Self-Employed,0.2
18,Germany,Male,Part-Time,2.6
65,Germany,Male,Self-Employed,1.2
54,Mexico,Non-Binary,Self-Employed,1.8
76,Germany,Non-Binary,Self-Employed,0.1
60,Australia,Female,Full-Time,0.1
70,Canada,Male,Full-Time,3.2
70,India,Male,Full-Time,3.1
46,Germany,Male,Self-Employed,0.9
27,United States,Female,Self-Employed,1.7
61,Germany,Female,Self-Employed,0.9
21,Mexico,Female,Full-Time,0.6
46,Canada,Male,Full-Time,0.5
79,India,Non-Binary,Part-Time,2.9
28,China,Non-Binary,Part-Time,3.9
55,United States,Female,Part-Time,0.7
27,Mexico,Non-Binary,Unemployed,4.3
55,Canada,Male,Self-Employed,2.8
68,Mexico,Male,Part-Time,2.9
21,China,Non-Binary,Unemployed,2.2
68,United States,Female,Part-Time,3.2
18,United States,Non-Binary,Full-Time,0.7
61,China,Non-Binary,Part-Time,0.7
65,Australia,Non-Binary,Full-Time,1.0
21,Canada,Male,Part-Time,2.0
29,India,Non-Binary,Unemployed,1.5
28,India,Non-Binary,Self-Employed,0.8
47,Mexico,Male,Unemployed,1.2
28,Canada,Male,Unemployed,1.6
72,Canada,Non-Binary,Part-Time,0.6
52,United States,Female,Unemployed,0.2
32,United States,Female,Self-Employed,0.0
33,Australia,Non-Binary,Unemployed,3.3
66,Canada,Male,Full-Time,0.6
23,India,Male,Unemployed,6.7
35,Mexico,Female,Full-Time,1.3
26,Mexico,Non-Binary,Self-Employed,2.4
20,Australia,Female,Full-Time,2.1
36,India,Male,Unemployed,16.6
30,United States,Non-Binary,Part-Time,5.6
32,Germany,Female,Full-Time,6.7
38,Australia,Female,Part-Time,0.2
22,Germany,Non-Binary,Full-Time,1.1
75,Australia,Non-Binary,Unemployed,0.5
31,Canada,Non-Binary,Part-Time,1.7
68,India,Female,Part-Time,1.9
34,Australia,Non-Binary,Part-Time,3.7
24,Canada,Non-Binary,Self-Employed,1.8
47,Australia,Male,Part-Time,1.1
51,India,Male,Part-Time,2.9
29,India,Male,Full-Time,3.2
73,United States,Female,Part-Time,3.2
28,United States,Female,Self-Employed,0.0
70,China,Male,Full-Time,1.3
78,India,Female,Self-Employed,0.3
79,Mexico,Female,Part-Time,2.7
69,India,Female,Full-Time,0.4
19,United States,Non-Binary,Self-Employed,0.5
77,Australia,Non-Binary,Unemployed,6.7
37,United States,Female,Full-Time,0.4
39,United States,Male,Part-Time,3.9
75,Germany,Male,Part-Time,2.8
78,China,Non-Binary,Self-Employed,0.8
43,Canada,Male,Unemployed,23.0
33,Germany,Male,Full-Time,5.5
18,United States,Female,Unemployed,3.9
40,Mexico,Non-Binary,Part-Time,0.8
31,Canada,Female,Part-Time,10.3
24,India,Female,Part-Time,3.1
33,United States,Female,Part-Time,0.5
46,China,Non-Binary,Part-Time,0.6
23,China,Non-Binary,Unemployed,0.2
73,India,Male,Unemployed,1.8
75,United States,Male,Unemployed,2.0
29,Germany,Female,Full-Time,0.4
77,Canada,Male,Full-Time,3.3
75,China,Male,Part-Time,1.5
21,Canada,Female,Unemployed,2.9
66,Australia,Male,Unemployed,3.9
41,India,Female,Self-Employed,1.2
78,Germany,Non-Binary,Part-Time,1.1
32,China,Male,Full-Time,1.7
55,Mexico,Female,Self-Employed,0.2
60,Canada,Male,Unemployed,0.2
80,Australia,Female,Self-Employed,0.3
21,Canada,Non-Binary,Self-Employed,0.2
22,Australia,Female,Part-Time,1.1
38,Mexico,Male,Part-Time,2.7
59,China,Female,Full-Time,2.2
49,Germany,Non-Binary,Full-Time,1.1
54,Germany,Non-Binary,Self-Employed,1.8
68,China,Non-Binary,Part-Time,0.1
27,Germany,Female,Part-Time,3.6
65,United States,Female,Part-Time,0.4
41,Mexico,Non-Binary,Unemployed,3.2
80,Germany,Male,Self-Employed,1.2
54,Germany,Male,Unemployed,0.5
61,China,Non-Binary,Self-Employed,0.7
30,United States,Male,Unemployed,4.0
80,Australia,Female,Self-Employed,0.6
22,Germany,Female,Part-Time,0.1
18,India,Female,Unemployed,0.1
44,United States,Female,Self-Employed,2.5
75,Canada,Female,Unemployed,4.9
73,Mexico,Non-Binary,Unemployed,3.6
28,United States,Male,Part-Time,5.7
69,Mexico,Male,Part-Time,1.6
56,China,Non-Binary,Unemployed,1.3
31,Germany,Non-Binary,Part-Time,2.1
18,India,Non-Binary,Self-Employed,4.1
25,Mexico,Male,Unemployed,7.9
26,China,Male,Unemployed,9.1
54,India,Female,Self-Employed,1.3
49,Australia,Non-Binary,Part-Time,0.1
68,India,Non-Binary,Unemployed,4.4
58,Australia,Non-Binary,Unemployed,1.4
38,Mexico,Non-Binary,Unemployed,2.5
66,Mexico,Non-Binary,Full-Time,0.1
80,China,Male,Self-Employed,2.6
71,Canada,Male,Unemployed,0.8
68,Australia,Non-Binary,Part-Time,0.3
23,Mexico,Female,Full-Time,1.5
77,China,Male,Full-Time,4.6
24,Australia,Female,Self-Employed,1.9
55,India,Male,Unemployed,4.0
68,Australia,Female,Unemployed,4.4
18,China,Female,Self-Employed,0.2
58,Germany,Non-Binary,Full-Time,2.2
59,Australia,Female,Self-Employed,1.8
41,Mexico,Male,Self-Employed,0.4
60,Australia,Female,Part-Time,0.1
78,Australia,Male,Unemployed,0.8
75,India,Female,Full-Time,0.3
43,Australia,Female,Part-Time,2.3
78,United States,Female,Part-Time,1.4
74,Germany,Female,Unemployed,1.0
60,Canada,Non-Binary,Full-Time,1.8
65,Mexico,Male,Full-Time,5.6
39,Germany,Non-Binary,Full-Time,2.3
26,China,Male,Self-Employed,1.3
39,Germany,Male,Part-Time,1.4
61,India,Male,Unemployed,5.4
67,Australia,Male,Full-Time,1.9
24,United States,Non-Binary,Full-Time,0.3
49,United States,Female,Unemployed,4.8
63,Mexico,Male,Full-Time,3.3
54,Germany,Male,Self-Employed,1.3
77,United States,Female,Self-Employed,0.8
60,Germany,Non-Binary,Full-Time,0.1
67,Australia,Male,Unemployed,10.8
38,India,Female,Part-Time,3.4
22,India,Non-Binary,Full-Time,0.0
34,China,Non-Binary,Unemployed,2.9
43,United States,Non-Binary,Self-Employed,2.7
73,China,Non-Binary,Part-Time,4.0
74,Australia,Female,Full-Time,1.5
37,United States,Male,Unemployed,2.7
74,Canada,Female,Full-Time,0.3
55,United States,Non-Binary,Self-Employed,0.1
79,Canada,Female,Part-Time,0.9
40,Germany,Non-Binary,Part-Time,3.4
29,United States,Female,Unemployed,5.0
63,Canada,Non-Binary,Full-Time,0.5
64,Australia,Non-Binary,Self-Employed,1.6
42,India,Male,Part-Time,1.2
62,United States,Male,Unemployed,9.9
45,Mexico,Male,Full-Time,19.3
26,Canada,Non-Binary,Part-Time,1.6
43,Germany,Female,Unemployed,0.2
77,Germany,Male,Full-Time,1.2
61,India,Male,Full-Time,0.2
76,China,Non-Binary,Full-Time,0.7
21,United States,Female,Part-Time,0.1
71,Mexico,Non-Binary,Self-Employed,0.5
38,United States,Male,Part-Time,2.2
25,India,Non-Binary,Full-Time,0.4
28,China,Non-Binary,Part-Time,0.3
32,United States,Female,Part-Time,5.6
36,Canada,Non-Binary,Part-Time,2.4
72,India,Male,Full-Time,1.1
25,India,Female,Self-Employed,1.1
25,United States,Male,Self-Employed,0.1
19,Australia,Female,Part-Time,0.8
72,Australia,Female,Self-Employed,0.3
62,China,Female,Self-Employed,3.4
26,India,Female,Unemployed,4.3
38,Canada,Male,Unemployed,3.9
71,India,Male,Part-Time,2.1
59,Canada,Female,Full-Time,1.1
52,Germany,Female,Self-Employed,1.0
77,India,Male,Self-Employed,8.0
30,United States,Non-Binary,Self-Employed,1.0
74,Germany,Non-Binary,Part-Time,3.2
67,India,Male,Self-Employed,0.3
32,Germany,Non-Binary,Part-Time,0.5
75,Australia,Male,Full-Time,0.3
20,Canada,Female,Part-Time,1.8
59,United States,Male,Part-Time,0.3
67,India,Male,Full-Time,2.7
39,India,Male,Part-Time,1.3
51,China,Male,Self-Employed,1.6
18,Mexico,Female,Full-Time,1.0
66,United States,Male,Full-Time,1.2
78,Canada,Non-Binary,Full-Time,1.5
40,Germany,Male,Full-Time,1.1
55,Germany,Male,Unemployed,2.6
79,Mexico,Non-Binary,Unemployed,5.8
46,Mexico,Non-Binary,Full-Time,2.0
25,Germany,Non-Binary,Self-Employed,0.1
77,United States,Female,Part-Time,3.0
33,China,Non-Binary,Part-Time,0.3
32,Australia,Non-Binary,Unemployed,8.2
56,Australia,Non-Binary,Full-Time,0.1
45,India,Female,Part-Time,0.0
61,China,Non-Binary,Unemployed,0.4
39,Mexico,Female,Self-Employed,1.1
62,Mexico,Non-Binary,Self-Employed,1.5
48,Canada,Male,Unemployed,2.8
49,India,Female,Self-Employed,1.5
43,Canada,Male,Full-Time,3.0
39,Mexico,Non-Binary,Self-Employed,3.4
80,Germany,Male,Self-Employed,0.8
43,United States,Female,Self-Employed,1.1
60,Mexico,Non-Binary,Full-Time,1.3
76,Germany,Male,Full-Time,1.2
33,Australia,Male,Part-Time,1.4
59,Mexico,Non-Binary,Self-Employed,0.8
28,India,Female,Unemployed,0.6
70,Australia,Female,Unemployed,0.4
23,India,Non-Binary,Self-Employed,1.6
43,China,Non-Binary,Unemployed,0.6
45,India,Non-Binary,Full-Time,2.1
66,Germany,Non-Binary,Self-Employed,0.0
67,Mexico,Non-Binary,Full-Time,1.8
72,India,Non-Binary,Self-Employed,1.3
53,Mexico,Female,Full-Time,0.8
66,India,Male,Unemployed,0.5
67,Canada,Non-Binary,Part-Time,1.7
56,Mexico,Non-Binary,Self-Employed,1.3
67,India,Male,Self-Employed,4.8
69,China,Male,Full-Time,0.3
36,China,Male,Part-Time,0.6
42,Germany,Female,Full-Time,0.3
36,China,Non-Binary,Unemployed,3.2
59,India,Female,Self-Employed,0.6
65,Australia,Female,Self-Employed,0.9
32,Mexico,Male,Part-Time,0.9
30,Germany,Female,Unemployed,0.6
26,Mexico,Non-Binary,Part-Time,0.7
21,India,Non-Binary,Full-Time,1.5
18,Canada,Female,Part-Time,1.4
39,China,Female,Part-Time,0.0
25,Canada,Non-Binary,Unemployed,0.9
61,United States,Female,Full-Time,1.7
62,Mexico,Non-Binary,Part-Time,0.2
37,United States,Female,Self-Employed,0.5
40,Australia,Female,Unemployed,1.2
40,China,Non-Binary,Self-Employed,0.1
68,Canada,Female,Part-Time,1.4
44,Mexico,Female,Part-Time,2.3
62,Mexico,Non-Binary,Full-Time,0.5
61,Mexico,Male,Part-Time,6.0
23,Mexico,Female,Self-Employed,2.7
30,Australia,Male,Full-Time,9.9
19,Canada,Non-Binary,Full-Time,1.7
46,Germany,Male,Self-Employed,6.2
55,United States,Non-Binary,Full-Time,0.5
48,Australia,Female,Self-Employed,2.4
18,Germany,Non-Binary,Self-Employed,0.4
50,Mexico,Non-Binary,Full-Time,0.1
48,India,Female,Unemployed,4.8
21,Germany,Male,Part-Time,4.6
65,Germany,Male,Self-Employed,0.4
34,Germany,Non-Binary,Self-Employed,1.8
45,Canada,Male,Self-Employed,2.0
26,Australia,Non-Binary,Self-Employed,0.3
54,China,Female,Part-Time,1.5
23,Germany,Female,Unemployed,6.7
33,India,Female,Self-Employed,0.6
67,Germany,Female,Unemployed,3.6
68,Germany,Male,Part-Time,3.6
70,Mexico,Non-Binary,Part-Time,1.6
40,Australia,Male,Unemployed,0.9
22,United States,Female,Self-Employed,0.1
77,Germany,Male,Full-Time,2.8
68,China,Male,Full-Time,3.3
29,Mexico,Male,Part-Time,0.5
62,Australia,Non-Binary,Unemployed,2.2
56,Canada,Male,Self-Employed,2.9
62,United States,Non-Binary,Unemployed,16.9
44,India,Non-Binary,Full-Time,0.7
62,Mexico,Female,Self-Employed,0.0
71,United States,Female,Unemployed,0.8
37,Canada,Non-Binary,Self-Employed,0.9
61,Mexico,Non-Binary,Part-Time,1.7
18,Germany,Female,Part-Time,0.1
73,Australia,Non-Binary,Unemployed,9.5
58,United States,Non-Binary,Part-Time,2.9
78,Canada,Male,Full-Time,6.0
71,Mexico,Female,Unemployed,5.5
47,Mexico,Male,Unemployed,0.7
58,Australia,Male,Part-Time,3.9
66,Canada,Male,Part-Time,1.0
49,Canada,Male,Part-Time,0.3
21,United States,Male,Full-Time,2.0
54,Canada,Male,Unemployed,2.7
51,India,Female,Self-Employed,1.7
64,Canada,Male,Unemployed,1.7
20,Canada,Male,Unemployed,0.7
55,India,Non-Binary,Self-Employed,0.3
32,Germany,Female,Self-Employed,2.1
28,Canada,Female,Unemployed,3.1
47,Canada,Female,Unemployed,0.6
24,China,Male,Full-Time,10.2
71,India,Non-Binary,Unemployed,7.0
26,Australia,Female,Unemployed,0.6
69,Germany,Female,Full-Time,3.9
24,India,Male,Full-Time,0.6
51,Germany,Female,Self-Employed,5.0
44,India,Male,Unemployed,0.3
33,Canada,Female,Full-Time,0.7
36,Australia,Male,Self-Employed,2.6
22,Canada,Male,Self-Employed,3.8
74,China,Non-Binary,Unemployed,2.4
43,Australia,Male,Unemployed,1.6
51,Germany,Non-Binary,Full-Time,0.0
59,Canada,Non-Binary,Full-Time,1.8
55,Canada,Non-Binary,Unemployed,0.6
37,Canada,Non-Binary,Part-Time,0.3
78,India,Female,Full-Time,2.1
52,India,Male,Self-Employed,0.9
52,China,Male,Part-Time,1.1
20,Australia,Non-Binary,Full-Time,3.3
55,Australia,Non-Binary,Part-Time,1.8
29,United States,Female,Full-Time,1.8
30,United States,Female,Full-Time,7.7
45,Australia,Non-Binary,Full-Time,2.9
46,Mexico,Male,Full-Time,2.7
54,China,Male,Part-Time,1.4
42,India,Male,Part-Time,1.4
36,Canada,Male,Unemployed,2.5
20,Germany,Female,Unemployed,5.1
20,China,Female,Unemployed,0.5
53,Mexico,Non-Binary,Unemployed,1.4
35,United States,Male,Full-Time,0.9
48,Canada,Non-Binary,Self-Employed,0.1
55,China,Male,Full-Time,2.0
34,India,Female,Unemployed,17.7
32,India,Female,Unemployed,2.4
68,China,Male,Part-Time,1.3
40,Canada,Female,Self-Employed,3.0
74,Australia,Non-Binary,Full-Time,0.6
26,United States,Non-Binary,Full-Time,0.6
41,United States,Female,Full-Time,0.5
65,Germany,Male,Part-Time,1.9
61,China,Male,Part-Time,5.3
59,Mexico,Male,Unemployed,5.6
40,United States,Female,Part-Time,2.0
73,India,Male,Part-Time,8.9
46,India,Female,Self-Employed,3.4
74,India,Male,Part-Time,0.2
45,Canada,Female,Self-Employed,1.3
40,Mexico,Non-Binary,Full-Time,1.2
47,China,Male,Part-Time,4.5
44,United States,Non-Binary,Part-Time,1.6
31,Mexico,Female,Full-Time,2.1
28,China,Non-Binary,Part-Time,3.5
52,Germany,Male,Full-Time,8.1
53,Australia,Male,Self-Employed,2.3
55,Germany,Non-Binary,Self-Employed,2.1
66,Australia,Female,Full-Time,0.1
18,Australia,Non-Binary,Full-Time,1.5
33,China,Female,Self-Employed,4.6
29,Mexico,Male,Unemployed,1.7
66,Mexico,Non-Binary,Part-Time,0.8
72,Germany,Male,Part-Time,1.7
49,Germany,Male,Self-Employed,1.0
55,China,Male,Unemployed,3.4
68,India,Non-Binary,Part-Time,1.1
79,Germany,Male,Full-Time,2.0
44,China,Male,Full-Time,0.9
41,Germany,Female,Full-Time,0.1
51,Mexico,Non-Binary,Full-Time,1.1
80,Germany,Male,Self-Employed,1.2
71,Canada,Non-Binary,Full-Time,1.8
30,China,Non-Binary,Self-Employed,3.1
26,United States,Female,Self-Employed,0.8
40,Australia,Male,Unemployed,0.2
63,China,Female,Full-Time,0.0
24,Canada,Female,Part-Time,0.5
36,Australia,Male,Part-Time,0.5
80,Mexico,Non-Binary,Self-Employed,0.1
20,India,Non-Binary,Unemployed,3.9
57,Mexico,Non-Binary,Part-Time,2.2
54,Australia,Male,Part-Time,0.2
59,Mexico,Female,Unemployed,2.7
31,United States,Non-Binary,Part-Time,1.8
78,Mexico,Non-Binary,Self-Employed,0.6
39,United States,Male,Unemployed,7.2
47,China,Female,Part-Time,1.0
25,China,Male,Part-Time,4.3
66,Germany,Female,Unemployed,0.2
68,Australia,Male,Part-Time,1.2
32,Germany,Female,Unemployed,6.6
57,Germany,Male,Self-Employed,1.7
68,Germany,Non-Binary,Full-Time,2.2
52,United States,Non-Binary,Part-Time,0.1
47,China,Non-Binary,Full-Time,0.6
20,Canada,Male,Full-Time,1.5
71,Mexico,Female,Part-Time,1.6
36,United States,Female,Unemployed,0.1
59,Canada,Male,Self-Employed,0.7
63,Canada,Non-Binary,Unemployed,6.2
65,Mexico,Female,Full-Time,0.3
77,Germany,Non-Binary,Unemployed,0.8
34,Mexico,Female,Full-Time,4.0
20,Australia,Non-Binary,Self-Employed,0.0
18,United States,Female,Full-Time,5.0
40,Australia,Female,Unemployed,2.1
62,Germany,Female,Self-Employed,1.0
24,China,Female,Part-Time,1.6
51,Australia,Non-Binary,Self-Employed,6.0
79,United States,Non-Binary,Unemployed,2.4
51,Germany,Female,Full-Time,1.5
48,Mexico,Male,Part-Time,2.2
23,China,Female,Part-Time,3.8
69,Australia,Male,Unemployed,4.7
80,Mexico,Non-Binary,Self-Employed,1.4
73,India,Male,Self-Employed,2.8
32,Mexico,Female,Full-Time,7.2
26,Germany,Male,Full-Time,0.5
35,United States,Male,Full-Time,3.6
44,United States,Female,Unemployed,0.1
70,China,Male,Part-Time,0.1
70,Mexico,Non-Binary,Part-Time,0.1
55,Canada,Male,Part-Time,3.1
50,China,Female,Full-Time,0.3
49,China,Female,Full-Time,0.3
72,Germany,Male,Unemployed,1.7
57,Australia,Non-Binary,Self-Employed,0.4
23,Australia,Female,Full-Time,6.4
77,Canada,Male,Part-Time,3.0
68,India,Non-Binary,Unemployed,2.9
55,Canada,Non-Binary,Self-Employed,1.6
33,United States,Male,Self-Employed,0.5
47,United States,Female,Full-Time,1.1
66,Australia,Male,Full-Time,4.3
41,India,Female,Part-Time,3.5
24,Canada,Non-Binary,Unemployed,8.5
62,Mexico,Non-Binary,Self-Employed,2.1
52,Germany,Non-Binary,Full-Time,1.3
52,Canada,Female,Part-Time,1.6
52,Australia,Male,Self-Employed,3.7
80,China,Male,Unemployed,8.0
44,Mexico,Non-Binary,Part-Time,3.7
71,Canada,Female,Self-Employed,1.8
35,China,Non-Binary,Part-Time,10.1
43,United States,Non-Binary,Full-Time,2.0
60,Mexico,Non-Binary,Full-Time,2.2
58,China,Male,Part-Time,0.0
74,United States,Male,Unemployed,1.4
53,Germany,Female,Unemployed,2.9
56,China,Male,Full-Time,9.8
